file,Ball Plate ID and Orientation,Inspector,Inspection Time,Temperature_°C,Pos S0_nominal_x,Pos S0_nominal_y,Pos S0_nominal_z,Pos S0_actual_x,Pos S0_actual_y,Pos S0_actual_z,Pos S0_error_x,Pos S0_error_y,Pos S0_error_z,Pos S1_nominal_x,Pos S1_nominal_y,Pos S1_nominal_z,Pos S1_actual_x,Pos S1_actual_y,Pos S1_actual_z,Pos S1_error_x,Pos S1_error_y,Pos S1_error_z,Pos S2_nominal_x,Pos S2_nominal_y,Pos S2_nominal_z,Pos S2_actual_x,Pos S2_actual_y,Pos S2_actual_z,Pos S2_error_x,Pos S2_error_y,Pos S2_error_z,Pos S3_nominal_x,Pos S3_nominal_y,Pos S3_nominal_z,Pos S3_actual_x,Pos S3_actual_y,Pos S3_actual_z,Pos S3_error_x,Pos S3_error_y,Pos S3_error_z,Pos S4_nominal_x,Pos S4_nominal_y,Pos S4_nominal_z,Pos S4_actual_x,Pos S4_actual_y,Pos S4_actual_z,Pos S4_error_x,Pos S4_error_y,Pos S4_error_z,diameter_D0_nominal,diameter_D0_actual,diameter_D0_error,diameter_D1_nominal,diameter_D1_actual,diameter_D1_error,diameter_D2_nominal,diameter_D2_actual,diameter_D2_error,diameter_D3_nominal,diameter_D3_actual,diameter_D3_error,diameter_D4_nominal,diameter_D4_actual,diameter_D4_error,pointpointdistance_L01_nominal,pointpointdistance_L01_actual,pointpointdistance_L01_error,pointpointdistance_L02_nominal,pointpointdistance_L02_actual,pointpointdistance_L02_error,pointpointdistance_L03_nominal,pointpointdistance_L03_actual,pointpointdistance_L03_error,pointpointdistance_L04_nominal,pointpointdistance_L04_actual,pointpointdistance_L04_error,pointpointdistance_L14_nominal,pointpointdistance_L14_actual,pointpointdistance_L14_error,pointpointdistance_L23_nominal,pointpointdistance_L23_actual,pointpointdistance_L23_error,pointpointdistance_L12_nominal,pointpointdistance_L12_actual,pointpointdistance_L12_error,pointpointdistance_L34_nominal,pointpointdistance_L34_actual,pointpointdistance_L34_error,pointpointdistance_L13_nominal,pointpointdistance_L13_actual,pointpointdistance_L13_error,pointpointdistance_L24_nominal,pointpointdistance_L24_actual,pointpointdistance_L24_error
C:\Users\pantojma\Documents\Github\ArtifactTest\cmm-csv-files\P509\reports\BallPlateGen5_Fixture_P509-east-DC-1_6-20210305T021336.csv,P509-east,Larry,20210305T1410,19.3,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,62.5000,37.5000,0.0000,62.4834,37.5152,0.0766,-0.0166,0.0152,0.0766,-63.5000,37.5000,0.0000,-63.4521,37.5152,0.0702,0.0479,0.0152,0.0702,-62.5000,-36.5000,0.0000,-62.4829,-36.4613,0.0767,0.0171,0.0387,0.0767,61.5000,-37.5000,0.0000,61.4418,-37.4660,0.0707,-0.0582,0.0340,0.0707,25.4000,25.3992,-0.0008,25.4000,25.4029,0.0029,25.4000,25.4028,0.0028,25.4000,25.4046,0.0046,25.4000,25.4027,0.0027,72.8870,72.8805,-0.0065,73.7460,73.7127,-0.0333,72.3770,72.3433,-0.0337,72.0310,71.9639,-0.0671,75.0070,74.9884,-0.0186,74.0070,73.9828,-0.0242,126.0000,125.9355,-0.0645,124.0040,123.9287,-0.0753,145.2620,145.2208,-0.0412,145.7740,145.6731,-0.1009
C:\Users\pantojma\Documents\Github\ArtifactTest\cmm-csv-files\P509\reports\BallPlateGen5_Fixture_P509-east-DC-1_6-20210305T025704.csv,P509-east,Larry,20210305T1453,19.6,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,62.5000,37.5000,0.0000,62.4844,37.5152,0.0770,-0.0156,0.0152,0.0770,-63.5000,37.5000,0.0000,-63.4514,37.5152,0.0705,0.0486,0.0152,0.0705,-62.5000,-36.5000,0.0000,-62.4827,-36.4621,0.0771,0.0173,0.0379,0.0771,61.5000,-37.5000,0.0000,61.4422,-37.4661,0.0709,-0.0578,0.0339,0.0709,25.4000,25.3997,-0.0003,25.4000,25.4027,0.0027,25.4000,25.4030,0.0030,25.4000,25.4047,0.0047,25.4000,25.4028,0.0028,72.8870,72.8814,-0.0056,73.7460,73.7121,-0.0339,72.3770,72.3434,-0.0336,72.0310,71.9643,-0.0667,75.0070,74.9885,-0.0185,74.0070,73.9837,-0.0233,126.0000,125.9358,-0.0642,124.0040,123.9290,-0.0750,145.2620,145.2220,-0.0400,145.7740,145.6730,-0.1010
C:\Users\pantojma\Documents\Github\ArtifactTest\cmm-csv-files\P509\reports\BallPlateGen5_Fixture_P509-south-DC-1_1-20210305T013505.csv,P509-south,Larry,20210305T1331,19.2,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,62.5000,37.5000,0.0000,62.4820,37.5164,0.0773,-0.0180,0.0164,0.0773,-63.5000,37.5000,0.0000,-63.4509,37.5164,0.0713,0.0491,0.0164,0.0713,-62.5000,-36.5000,0.0000,-62.4805,-36.4616,0.0774,0.0195,0.0384,0.0774,61.5000,-37.5000,0.0000,61.4413,-37.4658,0.0718,-0.0587,0.0342,0.0718,25.4000,25.3996,-0.0004,25.4000,25.4037,0.0037,25.4000,25.4031,0.0031,25.4000,25.4047,0.0047,25.4000,25.4035,0.0035,72.8870,72.8799,-0.0071,73.7460,73.7123,-0.0337,72.3770,72.3413,-0.0357,72.0310,71.9633,-0.0677,75.0070,74.9895,-0.0175,74.0070,73.9844,-0.0226,126.0000,125.9329,-0.0671,124.0040,123.9258,-0.0782,145.2620,145.2183,-0.0437,145.7740,145.6722,-0.1018
C:\Users\pantojma\Documents\Github\ArtifactTest\cmm-csv-files\P509\reports\BallPlateGen5_Fixture_P509-south-DC-1_1-20210305T021821.csv,P509-south,Larry,20210305T1414,19.3,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,62.5000,37.5000,0.0000,62.4825,37.5153,0.0770,-0.0175,0.0153,0.0770,-63.5000,37.5000,0.0000,-63.4501,37.5153,0.0707,0.0499,0.0153,0.0707,-62.5000,-36.5000,0.0000,-62.4801,-36.4629,0.0771,0.0199,0.0371,0.0771,61.5000,-37.5000,0.0000,61.4418,-37.4673,0.0712,-0.0582,0.0327,0.0712,25.4000,25.3993,-0.0007,25.4000,25.4036,0.0036,25.4000,25.4032,0.0032,25.4000,25.4042,0.0042,25.4000,25.4034,0.0034,72.8870,72.8798,-0.0072,73.7460,73.7110,-0.0350,72.3770,72.3417,-0.0353,72.0310,71.9646,-0.0664,75.0070,74.9899,-0.0171,74.0070,73.9846,-0.0224,126.0000,125.9326,-0.0674,124.0040,123.9260,-0.0780,145.2620,145.2186,-0.0434,145.7740,145.6722,-0.1018
C:\Users\pantojma\Documents\Github\ArtifactTest\cmm-csv-files\P509\reports\BallPlateGen5_Fixture_P509-south-DC-1_1-20210305T121302.csv,P509-south,Larry,20210305T1209,18.9,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,62.5000,37.5000,0.0000,62.4824,37.5150,0.0780,-0.0176,0.0150,0.0780,-63.5000,37.5000,0.0000,-63.4507,37.5150,0.0718,0.0493,0.0150,0.0718,-62.5000,-36.5000,0.0000,-62.4813,-36.4638,0.0781,0.0187,0.0362,0.0781,61.5000,-37.5000,0.0000,61.4419,-37.4675,0.0722,-0.0581,0.0325,0.0722,25.4000,25.4010,0.0010,25.4000,25.4026,0.0026,25.4000,25.4036,0.0036,25.4000,25.4049,0.0049,25.4000,25.4034,0.0034,72.8870,72.8795,-0.0075,73.7460,73.7114,-0.0346,72.3770,72.3431,-0.0339,72.0310,71.9647,-0.0663,75.0070,74.9897,-0.0173,74.0070,73.9852,-0.0218,126.0000,125.9331,-0.0669,124.0040,123.9272,-0.0768,145.2620,145.2198,-0.0422,145.7740,145.6727,-0.1013
C:\Users\pantojma\Documents\Github\ArtifactTest\cmm-csv-files\P509\reports\BallPlateGen5_Fixture_P509-south-DC-1_2-20210305T013831.csv,P509-south,Larry,20210305T1335,19.2,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,62.5000,37.5000,0.0000,62.4824,37.5158,0.0774,-0.0176,0.0158,0.0774,-63.5000,37.5000,0.0000,-63.4504,37.5158,0.0702,0.0496,0.0158,0.0702,-62.5000,-36.5000,0.0000,-62.4806,-36.4626,0.0775,0.0194,0.0374,0.0775,61.5000,-37.5000,0.0000,61.4427,-37.4667,0.0707,-0.0573,0.0333,0.0707,25.4000,25.4000,0.0000,25.4000,25.4032,0.0032,25.4000,25.4034,0.0034,25.4000,25.4054,0.0054,25.4000,25.4037,0.0037,72.8870,72.8800,-0.0070,73.7460,73.7116,-0.0344,72.3770,72.3419,-0.0351,72.0310,71.9650,-0.0660,75.0070,74.9897,-0.0173,74.0070,73.9847,-0.0223,126.0000,125.9329,-0.0671,124.0040,123.9274,-0.0766,145.2620,145.2191,-0.0429,145.7740,145.6731,-0.1009
C:\Users\pantojma\Documents\Github\ArtifactTest\cmm-csv-files\P509\reports\BallPlateGen5_Fixture_P509-south-DC-1_2-20210305T022147.csv,P509-south,Larry,20210305T1418,19.3,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,62.5000,37.5000,0.0000,62.4823,37.5155,0.0770,-0.0177,0.0155,0.0770,-63.5000,37.5000,0.0000,-63.4504,37.5155,0.0710,0.0496,0.0155,0.0710,-62.5000,-36.5000,0.0000,-62.4802,-36.4629,0.0770,0.0198,0.0371,0.0770,61.5000,-37.5000,0.0000,61.4418,-37.4673,0.0715,-0.0582,0.0327,0.0715,25.4000,25.3995,-0.0005,25.4000,25.4039,0.0039,25.4000,25.4031,0.0031,25.4000,25.4046,0.0046,25.4000,25.4031,0.0031,72.8870,72.8797,-0.0073,73.7460,73.7114,-0.0346,72.3770,72.3417,-0.0353,72.0310,71.9646,-0.0664,75.0070,74.9900,-0.0170,74.0070,73.9848,-0.0222,126.0000,125.9327,-0.0673,124.0040,123.9261,-0.0779,145.2620,145.2185,-0.0435,145.7740,145.6725,-0.1015
C:\Users\pantojma\Documents\Github\ArtifactTest\cmm-csv-files\P509\reports\BallPlateGen5_Fixture_P509-south-DC-1_2-20210305T121628.csv,P509-south,Larry,20210305T1213,18.9,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,62.5000,37.5000,0.0000,62.4814,37.5156,0.0773,-0.0186,0.0156,0.0773,-63.5000,37.5000,0.0000,-63.4508,37.5156,0.0705,0.0492,0.0156,0.0705,-62.5000,-36.5000,0.0000,-62.4809,-36.4632,0.0774,0.0191,0.0368,0.0774,61.5000,-37.5000,0.0000,61.4415,-37.4665,0.0710,-0.0585,0.0335,0.0710,25.4000,25.4004,0.0004,25.4000,25.4029,0.0029,25.4000,25.4037,0.0037,25.4000,25.4050,0.0050,25.4000,25.4030,0.0030,72.8870,72.8790,-0.0080,73.7460,73.7118,-0.0342,72.3770,72.3425,-0.0345,72.0310,71.9639,-0.0671,75.0070,74.9893,-0.0177,74.0070,73.9852,-0.0218,126.0000,125.9322,-0.0678,124.0040,123.9265,-0.0775,145.2620,145.2186,-0.0434,145.7740,145.6723,-0.1017
C:\Users\pantojma\Documents\Github\ArtifactTest\cmm-csv-files\P509\reports\BallPlateGen5_Fixture_P509-south-DC-1_3-20210305T014156.csv,P509-south,Larry,20210305T1338,19.2,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,62.5000,37.5000,0.0000,62.4829,37.5160,0.0770,-0.0171,0.0160,0.0770,-63.5000,37.5000,0.0000,-63.4500,37.5160,0.0704,0.0500,0.0160,0.0704,-62.5000,-36.5000,0.0000,-62.4800,-36.4624,0.0771,0.0200,0.0376,0.0771,61.5000,-37.5000,0.0000,61.4429,-37.4665,0.0709,-0.0571,0.0335,0.0709,25.4000,25.3998,-0.0002,25.4000,25.4029,0.0029,25.4000,25.4033,0.0033,25.4000,25.4053,0.0053,25.4000,25.4034,0.0034,72.8870,72.8805,-0.0065,73.7460,73.7114,-0.0346,72.3770,72.3413,-0.0357,72.0310,71.9651,-0.0659,75.0070,74.9898,-0.0172,74.0070,73.9848,-0.0222,126.0000,125.9329,-0.0671,124.0040,123.9270,-0.0770,145.2620,145.2189,-0.0431,145.7740,145.6730,-0.1010
C:\Users\pantojma\Documents\Github\ArtifactTest\cmm-csv-files\P509\reports\BallPlateGen5_Fixture_P509-south-DC-1_3-20210305T022512.csv,P509-south,Larry,20210305T1421,19.4,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,62.5000,37.5000,0.0000,62.4824,37.5154,0.0762,-0.0176,0.0154,0.0762,-63.5000,37.5000,0.0000,-63.4503,37.5154,0.0700,0.0497,0.0154,0.0700,-62.5000,-36.5000,0.0000,-62.4799,-36.4626,0.0763,0.0201,0.0374,0.0763,61.5000,-37.5000,0.0000,61.4417,-37.4675,0.0704,-0.0583,0.0325,0.0704,25.4000,25.3991,-0.0009,25.4000,25.4037,0.0037,25.4000,25.4025,0.0025,25.4000,25.4045,0.0045,25.4000,25.4038,0.0038,72.8870,72.8798,-0.0072,73.7460,73.7112,-0.0348,72.3770,72.3413,-0.0357,72.0310,71.9646,-0.0664,75.0070,74.9900,-0.0170,74.0070,73.9844,-0.0226,126.0000,125.9327,-0.0673,124.0040,123.9257,-0.0783,145.2620,145.2182,-0.0438,145.7740,145.6724,-0.1016
C:\Users\pantojma\Documents\Github\ArtifactTest\cmm-csv-files\P509\reports\BallPlateGen5_Fixture_P509-south-DC-1_3-20210305T121955.csv,P509-south,Larry,20210305T1216,18.9,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,62.5000,37.5000,0.0000,62.4825,37.5150,0.0772,-0.0175,0.0150,0.0772,-63.5000,37.5000,0.0000,-63.4507,37.5150,0.0708,0.0493,0.0150,0.0708,-62.5000,-36.5000,0.0000,-62.4801,-36.4634,0.0773,0.0199,0.0366,0.0773,61.5000,-37.5000,0.0000,61.4422,-37.4671,0.0712,-0.0578,0.0329,0.0712,25.4000,25.4002,0.0002,25.4000,25.4025,0.0025,25.4000,25.4039,0.0039,25.4000,25.4050,0.0050,25.4000,25.4031,0.0031,72.8870,72.8796,-0.0074,73.7460,73.7114,-0.0346,72.3770,72.3419,-0.0351,72.0310,71.9648,-0.0662,75.0070,74.9893,-0.0177,74.0070,73.9848,-0.0222,126.0000,125.9332,-0.0668,124.0040,123.9264,-0.0776,145.2620,145.2186,-0.0434,145.7740,145.6728,-0.1012
C:\Users\pantojma\Documents\Github\ArtifactTest\cmm-csv-files\P509\reports\BallPlateGen5_Fixture_P509-south-DC-1_4-20210305T014522.csv,P509-south,Larry,20210305T1341,19.2,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,62.5000,37.5000,0.0000,62.4828,37.5159,0.0770,-0.0172,0.0159,0.0770,-63.5000,37.5000,0.0000,-63.4505,37.5159,0.0705,0.0495,0.0159,0.0705,-62.5000,-36.5000,0.0000,-62.4803,-36.4621,0.0771,0.0197,0.0379,0.0771,61.5000,-37.5000,0.0000,61.4424,-37.4659,0.0709,-0.0576,0.0341,0.0709,25.4000,25.3996,-0.0004,25.4000,25.4030,0.0030,25.4000,25.4031,0.0031,25.4000,25.4048,0.0048,25.4000,25.4034,0.0034,72.8870,72.8804,-0.0066,73.7460,73.7117,-0.0343,72.3770,72.3414,-0.0356,72.0310,71.9643,-0.0667,75.0070,74.9890,-0.0180,74.0070,73.9844,-0.0226,126.0000,125.9333,-0.0667,124.0040,123.9267,-0.0773,145.2620,145.2188,-0.0432,145.7740,145.6726,-0.1014
C:\Users\pantojma\Documents\Github\ArtifactTest\cmm-csv-files\P509\reports\BallPlateGen5_Fixture_P509-south-DC-1_4-20210305T022838.csv,P509-south,Larry,20210305T1425,19.4,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,62.5000,37.5000,0.0000,62.4826,37.5154,0.0768,-0.0174,0.0154,0.0768,-63.5000,37.5000,0.0000,-63.4507,37.5154,0.0706,0.0493,0.0154,0.0706,-62.5000,-36.5000,0.0000,-62.4802,-36.4626,0.0768,0.0198,0.0374,0.0768,61.5000,-37.5000,0.0000,61.4420,-37.4672,0.0710,-0.0580,0.0328,0.0710,25.4000,25.3992,-0.0008,25.4000,25.4033,0.0033,25.4000,25.4029,0.0029,25.4000,25.4047,0.0047,25.4000,25.4032,0.0032,72.8870,72.8799,-0.0071,73.7460,73.7116,-0.0344,72.3770,72.3415,-0.0355,72.0310,71.9647,-0.0663,75.0070,74.9898,-0.0172,74.0070,73.9843,-0.0227,126.0000,125.9332,-0.0668,124.0040,123.9263,-0.0777,145.2620,145.2186,-0.0434,145.7740,145.6728,-0.1012
C:\Users\pantojma\Documents\Github\ArtifactTest\cmm-csv-files\P509\reports\BallPlateGen5_Fixture_P509-south-DC-1_4-20210305T122321.csv,P509-south,Larry,20210305T1219,18.9,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,62.5000,37.5000,0.0000,62.4824,37.5154,0.0762,-0.0176,0.0154,0.0762,-63.5000,37.5000,0.0000,-63.4509,37.5154,0.0696,0.0491,0.0154,0.0696,-62.5000,-36.5000,0.0000,-62.4803,-36.4633,0.0762,0.0197,0.0367,0.0762,61.5000,-37.5000,0.0000,61.4424,-37.4674,0.0700,-0.0576,0.0326,0.0700,25.4000,25.3991,-0.0009,25.4000,25.4030,0.0030,25.4000,25.4035,0.0035,25.4000,25.4047,0.0047,25.4000,25.4035,0.0035,72.8870,72.8798,-0.0072,73.7460,73.7117,-0.0343,72.3770,72.3420,-0.0350,72.0310,71.9652,-0.0658,75.0070,74.9900,-0.0170,74.0070,73.9850,-0.0220,126.0000,125.9333,-0.0667,124.0040,123.9269,-0.0771,145.2620,145.2189,-0.0431,145.7740,145.6735,-0.1005
C:\Users\pantojma\Documents\Github\ArtifactTest\cmm-csv-files\P509\reports\BallPlateGen5_Fixture_P509-south-DC-1_5-20210305T014847.csv,P509-south,Larry,20210305T1345,19.2,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,62.5000,37.5000,0.0000,62.4827,37.5156,0.0772,-0.0173,0.0156,0.0772,-63.5000,37.5000,0.0000,-63.4503,37.5156,0.0711,0.0497,0.0156,0.0711,-62.5000,-36.5000,0.0000,-62.4797,-36.4628,0.0773,0.0203,0.0372,0.0773,61.5000,-37.5000,0.0000,61.4428,-37.4664,0.0715,-0.0572,0.0336,0.0715,25.4000,25.4001,0.0001,25.4000,25.4032,0.0032,25.4000,25.4026,0.0026,25.4000,25.4050,0.0050,25.4000,25.4031,0.0031,72.8870,72.8801,-0.0069,73.7460,73.7113,-0.0347,72.3770,72.3412,-0.0358,72.0310,71.9650,-0.0660,75.0070,74.9892,-0.0178,74.0070,73.9848,-0.0222,126.0000,125.9329,-0.0671,124.0040,123.9266,-0.0774,145.2620,145.2184,-0.0436,145.7740,145.6729,-0.1011
C:\Users\pantojma\Documents\Github\ArtifactTest\cmm-csv-files\P509\reports\BallPlateGen5_Fixture_P509-south-DC-1_5-20210305T023204.csv,P509-south,Larry,20210305T1428,19.4,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,62.5000,37.5000,0.0000,62.4828,37.5150,0.0770,-0.0172,0.0150,0.0770,-63.5000,37.5000,0.0000,-63.4499,37.5150,0.0708,0.0501,0.0150,0.0708,-62.5000,-36.5000,0.0000,-62.4799,-36.4626,0.0771,0.0201,0.0374,0.0771,61.5000,-37.5000,0.0000,61.4421,-37.4669,0.0712,-0.0579,0.0331,0.0712,25.4000,25.3996,-0.0004,25.4000,25.4028,0.0028,25.4000,25.4026,0.0026,25.4000,25.4056,0.0056,25.4000,25.4035,0.0035,72.8870,72.8799,-0.0071,73.7460,73.7107,-0.0353,72.3770,72.3413,-0.0357,72.0310,71.9646,-0.0664,75.0070,74.9891,-0.0179,74.0070,73.9839,-0.0231,126.0000,125.9327,-0.0673,124.0040,123.9261,-0.0779,145.2620,145.2182,-0.0438,145.7740,145.6719,-0.1021
C:\Users\pantojma\Documents\Github\ArtifactTest\cmm-csv-files\P509\reports\BallPlateGen5_Fixture_P509-south-DC-1_5-20210305T122647.csv,P509-south,Larry,20210305T1223,19.0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,62.5000,37.5000,0.0000,62.4823,37.5156,0.0765,-0.0177,0.0156,0.0765,-63.5000,37.5000,0.0000,-63.4509,37.5156,0.0701,0.0491,0.0156,0.0701,-62.5000,-36.5000,0.0000,-62.4799,-36.4640,0.0765,0.0201,0.0360,0.0765,61.5000,-37.5000,0.0000,61.4426,-37.4668,0.0706,-0.0574,0.0332,0.0706,25.4000,25.3994,-0.0006,25.4000,25.4030,0.0030,25.4000,25.4036,0.0036,25.4000,25.4050,0.0050,25.4000,25.4030,0.0030,72.8870,72.8798,-0.0072,73.7460,73.7119,-0.0341,72.3770,72.3420,-0.0350,72.0310,71.9650,-0.0660,75.0070,74.9896,-0.0174,74.0070,73.9859,-0.0211,126.0000,125.9332,-0.0668,124.0040,123.9265,-0.0775,145.2620,145.2189,-0.0431,145.7740,145.6734,-0.1006
C:\Users\pantojma\Documents\Github\ArtifactTest\cmm-csv-files\P509\reports\BallPlateGen5_Fixture_P509-south-DC-1_6-20210305T015212.csv,P509-south,Larry,20210305T1348,19.2,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,62.5000,37.5000,0.0000,62.4825,37.5157,0.0771,-0.0175,0.0157,0.0771,-63.5000,37.5000,0.0000,-63.4508,37.5157,0.0710,0.0492,0.0157,0.0710,-62.5000,-36.5000,0.0000,-62.4803,-36.4627,0.0771,0.0197,0.0373,0.0771,61.5000,-37.5000,0.0000,61.4425,-37.4668,0.0715,-0.0575,0.0332,0.0715,25.4000,25.3997,-0.0003,25.4000,25.4037,0.0037,25.4000,25.4024,0.0024,25.4000,25.4045,0.0045,25.4000,25.4032,0.0032,72.8870,72.8800,-0.0070,73.7460,73.7119,-0.0341,72.3770,72.3417,-0.0353,72.0310,71.9649,-0.0661,75.0070,74.9897,-0.0173,74.0070,73.9848,-0.0222,126.0000,125.9333,-0.0667,124.0040,123.9268,-0.0772,145.2620,145.2188,-0.0432,145.7740,145.6733,-0.1007
C:\Users\pantojma\Documents\Github\ArtifactTest\cmm-csv-files\P509\reports\BallPlateGen5_Fixture_P509-south-DC-1_6-20210305T023529.csv,P509-south,Larry,20210305T1432,19.5,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,62.5000,37.5000,0.0000,62.4827,37.5153,0.0773,-0.0173,0.0153,0.0773,-63.5000,37.5000,0.0000,-63.4506,37.5153,0.0709,0.0494,0.0153,0.0709,-62.5000,-36.5000,0.0000,-62.4796,-36.4637,0.0774,0.0204,0.0363,0.0774,61.5000,-37.5000,0.0000,61.4424,-37.4668,0.0714,-0.0576,0.0332,0.0714,25.4000,25.3994,-0.0006,25.4000,25.4030,0.0030,25.4000,25.4029,0.0029,25.4000,25.4043,0.0043,25.4000,25.4030,0.0030,72.8870,72.8800,-0.0070,73.7460,73.7114,-0.0346,72.3770,72.3416,-0.0354,72.0310,71.9648,-0.0662,75.0070,74.9893,-0.0177,74.0070,73.9854,-0.0216,126.0000,125.9333,-0.0667,124.0040,123.9261,-0.0779,145.2620,145.2187,-0.0433,145.7740,145.6728,-0.1012
C:\Users\pantojma\Documents\Github\ArtifactTest\cmm-csv-files\P509\reports\BallPlateGen5_Fixture_P509-south-DC-1_6-20210305T123013.csv,P509-south,Larry,20210305T1226,19.0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,62.5000,37.5000,0.0000,62.4828,37.5161,0.0767,-0.0172,0.0161,0.0767,-63.5000,37.5000,0.0000,-63.4510,37.5161,0.0703,0.0490,0.0161,0.0703,-62.5000,-36.5000,0.0000,-62.4801,-36.4636,0.0768,0.0199,0.0364,0.0768,61.5000,-37.5000,0.0000,61.4426,-37.4668,0.0707,-0.0574,0.0332,0.0707,25.4000,25.3997,-0.0003,25.4000,25.4028,0.0028,25.4000,25.4034,0.0034,25.4000,25.4046,0.0046,25.4000,25.4035,0.0035,72.8870,72.8805,-0.0065,73.7460,73.7122,-0.0338,72.3770,72.3420,-0.0350,72.0310,71.9649,-0.0661,75.0070,74.9901,-0.0169,74.0070,73.9862,-0.0208,126.0000,125.9338,-0.0662,124.0040,123.9267,-0.0773,145.2620,145.2196,-0.0424,145.7740,145.6737,-0.1003
